"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"PRKCB.1",8.11508067036515e-61,0.474649538102495,0.76,0.468,2.97020067616035e-56,"7","PRKCB"
"POLR1D",1.13312064626768e-60,0.448459500819142,0.818,0.532,4.14733487740435e-56,"7","POLR1D"
"FAM49B.4",1.49679030658761e-60,0.443882744493105,0.776,0.479,5.47840220114132e-56,"7","FAM49B"
"ETS1.1",1.81066393028595e-60,0.449729261217581,0.96,0.851,6.62721105123962e-56,"7","ETS1"
"EWSR1",1.85774733991962e-60,0.44923821460985,0.803,0.514,6.7995410388398e-56,"7","EWSR1"
"UBE2A.1",1.89984502959416e-60,0.333679989068674,0.562,0.263,6.95362279281758e-56,"7","UBE2A"
"HNRNPC",1.94274961001033e-60,0.469776404139359,0.894,0.695,7.11065784759882e-56,"7","HNRNPC"
"TRIB2",1.9875031677458e-60,0.288754416148617,0.35,0.136,7.2744603442664e-56,"7","TRIB2"
"IL12RB1.1",2.69032002763597e-60,0.33118702664925,0.422,0.181,9.84684033315041e-56,"7","IL12RB1"
"ACSS1",4.15493574850803e-60,0.333089880630901,0.399,0.165,1.52074803331142e-55,"7","ACSS1"
"IL2RG.2",6.59115386305407e-60,0.382203556024264,0.99,0.924,2.41242822541642e-55,"7","IL2RG"
"TADA3.1",8.61923037908582e-60,0.387343001828096,0.573,0.286,3.1547245110492e-55,"7","TADA3"
"RGS10.3",1.39616681258538e-59,0.458468163434288,0.88,0.637,5.11011015074375e-55,"7","RGS10"
"PPP4C.1",3.56459000619642e-59,0.438995969917912,0.783,0.48,1.30467558816795e-54,"7","PPP4C"
"IBTK",3.72027051784424e-59,0.310009755995068,0.392,0.163,1.36165621223617e-54,"7","IBTK"
"C17orf49.1",6.07395321389174e-59,0.421867930544561,0.738,0.421,2.22312761581651e-54,"7","C17orf49"
"YWHAZ.2",6.89641158870804e-59,0.355415079403885,0.981,0.908,2.52415560558303e-54,"7","YWHAZ"
"NDUFB3",7.17031578145936e-59,0.413206740194554,0.66,0.363,2.62440727917194e-54,"7","NDUFB3"
"GAB3",7.75736791115337e-59,0.26771281204263,0.357,0.14,2.83927422916124e-54,"7","GAB3"
"GSK3B",8.78403994024498e-59,0.337987598352865,0.502,0.232,3.21504645852906e-54,"7","GSK3B"
"RPL36A.4",1.07306947697918e-58,-0.405890378029338,0.99,0.977,3.92754159269149e-54,"7","RPL36A"
"NDUFB9.1",1.30662721449415e-58,0.422928859274987,0.905,0.69,4.78238626777002e-54,"7","NDUFB9"
"FUT8",2.0124417963099e-58,0.30530542194335,0.327,0.126,7.36573821867386e-54,"7","FUT8"
"ARL6IP1.3",3.18108871693456e-58,0.450190255995579,0.859,0.624,1.16431028128522e-53,"7","ARL6IP1"
"C5orf56.2",3.37196385495813e-58,0.378421300746916,0.631,0.327,1.23417249055323e-53,"7","C5orf56"
"RPL7A.1",3.85162628982592e-58,-0.25363170349963,0.998,0.996,1.40973373833919e-53,"7","RPL7A"
"HNRNPU.1",4.60492148719744e-58,0.445019661419177,0.922,0.694,1.68544731352913e-53,"7","HNRNPU"
"CD8A.4",4.71274505723869e-58,0.367495079124943,0.993,0.941,1.72491181839993e-53,"7","CD8A"
"RBBP4",5.05134244097445e-58,0.422072318438721,0.757,0.451,1.84884184682106e-53,"7","RBBP4"
"NKG7.6",5.48449683217809e-58,0.533873478291271,0.993,0.812,2.0073806855455e-53,"7","NKG7"
"IKZF3.1",5.88703193509353e-58,0.417545582668574,0.708,0.404,2.15471255856358e-53,"7","IKZF3"
"DCTN2",7.19665235108835e-58,0.372181052459553,0.621,0.322,2.63404672702185e-53,"7","DCTN2"
"PYM1",8.57831265568085e-58,0.316928978353468,0.42,0.183,3.13974821510575e-53,"7","PYM1"
"ARPC4.3",8.82258332658865e-58,0.423882168508565,0.882,0.638,3.22915372336471e-53,"7","ARPC4"
"LCK.1",1.2827954413622e-57,0.381378206388478,0.971,0.863,4.69515959492979e-53,"7","LCK"
"DNAJC1.4",1.53563792644436e-57,0.355879103761757,0.619,0.311,5.620588374579e-53,"7","DNAJC1"
"BATF.1",2.42708392423761e-57,0.285242815082275,0.415,0.176,8.88336987110209e-53,"7","BATF"
"FTH1.3",3.5104001984415e-57,-0.448249055055411,0.993,0.982,1.28484157663157e-52,"7","FTH1"
"ARPC5.1",4.76978567983034e-57,0.478495721589186,0.856,0.616,1.7457892566747e-52,"7","ARPC5"
"LPXN.1",6.99520776080153e-57,0.392191747555322,0.72,0.409,2.56031599253097e-52,"7","LPXN"
"LRRFIP1.2",7.79467618563331e-57,0.420167152580592,0.851,0.567,2.85292943070365e-52,"7","LRRFIP1"
"XBP1.4",1.06385528199343e-56,-0.767930416212064,0.354,0.551,3.89381671762417e-52,"7","XBP1"
"MAP3K5",1.28338270912976e-56,0.263012854116951,0.322,0.124,4.69730905368583e-52,"7","MAP3K5"
"IL2RB.2",1.37376960932156e-56,0.434286802373613,0.671,0.377,5.02813414707785e-52,"7","IL2RB"
"NEAT1.3",1.76524070409492e-56,0.479429566596832,0.847,0.588,6.46095750105782e-52,"7","NEAT1"
"SHMT2",2.11426852350881e-56,0.316897036700327,0.441,0.196,7.7384342228946e-52,"7","SHMT2"
"DNAJC15",2.13412447063015e-56,0.363911554794563,0.607,0.31,7.81110897495341e-52,"7","DNAJC15"
"MIB2",2.4833205102001e-56,0.353679972610129,0.501,0.238,9.08920139938339e-52,"7","MIB2"
"VAV1",2.49216316196539e-56,0.261766408630811,0.392,0.162,9.12156638910952e-52,"7","VAV1"
"OASL",2.59007527803211e-56,0.301706420718617,0.394,0.166,9.47993452512534e-52,"7","OASL"
"TRAFD1",2.63809001300941e-56,0.276840727690268,0.342,0.135,9.65567325661573e-52,"7","TRAFD1"
"AP2S1.1",3.73441599088908e-56,0.398297391549446,0.716,0.403,1.36683359682531e-51,"7","AP2S1"
"TFDP1",4.72672146153501e-56,0.328303922564267,0.454,0.203,1.73002732213643e-51,"7","TFDP1"
"RPL22.5",5.68864375839748e-56,-0.420224845057272,0.985,0.975,2.08210050201106e-51,"7","RPL22"
"RTRAF",6.96080649127805e-56,0.430602829587594,0.804,0.536,2.54772478387268e-51,"7","RTRAF"
"TNFRSF14",7.58014200650218e-56,0.445425591729084,0.803,0.507,2.77440777579986e-51,"7","TNFRSF14"
"AIF1.1",9.56578024540534e-56,0.279293357029026,0.384,0.161,3.50117122762081e-51,"7","AIF1"
"SUPT4H1.4",1.19890463457487e-55,0.406557666913303,0.625,0.336,4.38811085300747e-51,"7","SUPT4H1"
"HMGB1.1",1.24212262413394e-55,0.364096060461457,0.98,0.892,4.54629301659264e-51,"7","HMGB1"
"NDUFS2",1.56092257827487e-55,0.361079234552254,0.606,0.314,5.71313272874386e-51,"7","NDUFS2"
"MRPS36",1.57444048097194e-55,0.355628787783574,0.578,0.288,5.7626096044054e-51,"7","MRPS36"
"TERF2IP.1",1.79646447742718e-55,0.442498746708402,0.841,0.56,6.57523963383121e-51,"7","TERF2IP"
"CUL3",2.23817832737436e-55,0.36282267530192,0.538,0.264,8.19195649602288e-51,"7","CUL3"
"ACTR2.1",2.31418167042415e-55,0.426404988488286,0.855,0.598,8.47013633191945e-51,"7","ACTR2"
"GCH1",2.83871932401139e-55,0.271187771353915,0.394,0.166,1.03899965978141e-50,"7","GCH1"
"MTSS1",2.8579159067121e-55,0.278259701068653,0.29,0.107,1.0460258010157e-50,"7","MTSS1"
"DOCK8.1",4.20606262679687e-55,0.383749926589739,0.642,0.348,1.53946098203392e-50,"7","DOCK8"
"ARHGAP45",4.98960920616209e-55,0.416547939770417,0.881,0.626,1.82624686554739e-50,"7","ARHGAP45"
"ATF7IP.2",5.84513964760084e-55,0.377271474064946,0.61,0.32,2.13937956241838e-50,"7","ATF7IP"
"SYNE1.5",7.07846404008013e-55,0.356307806461422,0.741,0.42,2.59078862330973e-50,"7","SYNE1"
"PSMD8.1",7.57813443014128e-55,0.406187460741029,0.784,0.489,2.77367298277601e-50,"7","PSMD8"
"RIOK3.1",1.35004610676816e-54,0.329589907684087,0.558,0.272,4.94130375538213e-50,"7","RIOK3"
"CYB5R4",1.87363127949841e-54,0.254397762687243,0.344,0.138,6.85767784609213e-50,"7","CYB5R4"
"CAPRIN1.1",2.09935184546461e-54,0.351489557822503,0.531,0.261,7.68383768958501e-50,"7","CAPRIN1"
"CSK.2",3.4484006335578e-54,0.403860896609467,0.902,0.669,1.26214911588849e-49,"7","CSK"
"SRPK1",4.7385955931845e-54,0.31765651558225,0.411,0.181,1.73437337306146e-49,"7","SRPK1"
"AKNA.2",4.90933064257528e-54,0.437897106167797,0.736,0.449,1.79686410848898e-49,"7","AKNA"
"PGLS",5.3058875174902e-54,0.405364961394713,0.678,0.382,1.94200789027659e-49,"7","PGLS"
"TERF1",1.30757531520733e-53,0.255022671120682,0.344,0.14,4.78585641119034e-49,"7","TERF1"
"PSMB4",1.97658121262453e-53,0.355889123302947,0.533,0.263,7.23448489632705e-49,"7","PSMB4"
"CD2BP2",2.85978174228959e-53,0.272204199357061,0.437,0.195,1.04670871549541e-48,"7","CD2BP2"
"COG4",3.38432109625126e-53,0.253455098152335,0.33,0.132,1.23869536443892e-48,"7","COG4"
"SNX5.1",3.74693093978006e-53,0.313392860175461,0.518,0.249,1.3714141932689e-48,"7","SNX5"
"IFNG.1",9.82286337999933e-53,0.284772845371722,0.361,0.153,3.59526622571356e-48,"7","IFNG"
"ATP8A1",1.10919908950204e-52,0.316640803184274,0.432,0.196,4.05977958748643e-48,"7","ATP8A1"
"TRAPPC1.2",1.69104771681047e-52,0.408722248910836,0.851,0.605,6.18940374829799e-48,"7","TRAPPC1"
"SIT1.1",1.83223843680009e-52,0.413081346767913,0.668,0.388,6.70617590253201e-48,"7","SIT1"
"RHOG.1",4.54558930547895e-52,0.404957715100606,0.81,0.527,1.66373114169835e-47,"7","RHOG"
"TLN1.4",4.73621363785427e-52,0.40529583314996,0.792,0.505,1.73350155359104e-47,"7","TLN1"
"HSP90AB1.2",6.3490439359082e-52,-0.555335471399261,0.809,0.831,2.32381357098176e-47,"7","HSP90AB1"
"OAS2",6.84407427884044e-52,0.268214813150987,0.394,0.172,2.50499962679839e-47,"7","OAS2"
"DOCK11",7.36098507231133e-52,0.347759705413072,0.427,0.198,2.69419414631667e-47,"7","DOCK11"
"MAP4K1.1",1.27303155015623e-51,0.353345685329717,0.61,0.324,4.6594227767268e-47,"7","MAP4K1"
"CCNB1IP1",1.37751898114613e-51,0.264135109873208,0.33,0.135,5.04185722289294e-47,"7","CCNB1IP1"
"COX6B1",1.54161230611103e-51,0.361652872724759,0.946,0.818,5.64245520159697e-47,"7","COX6B1"
"LINC00649",2.33763406177057e-51,0.288318634531699,0.372,0.159,8.55597442948646e-47,"7","LINC00649"
"NONO",2.42533158303475e-51,0.41197088468536,0.774,0.477,8.87695612706549e-47,"7","NONO"
"HNRNPDL",2.8691679686838e-51,-0.477002300051024,0.894,0.879,1.05014416821796e-46,"7","HNRNPDL"
"SLAMF7.2",3.66120970383307e-51,0.26322029737876,0.444,0.198,1.34003936369994e-46,"7","SLAMF7"
"TBC1D1",4.13794980946572e-51,0.274620770811844,0.422,0.189,1.51453100976255e-46,"7","TBC1D1"
"GADD45B.3",4.2341930422697e-51,-0.905972203575641,0.719,0.736,1.54975699540113e-46,"7","GADD45B"
"BLMH",5.08167514457522e-51,0.256751071506114,0.301,0.119,1.85994391966598e-46,"7","BLMH"
"CAT",6.67975433853904e-51,0.315897589275464,0.48,0.231,2.44485688544867e-46,"7","CAT"
"DUSP1.4",1.0650103419218e-50,-0.932938350385025,0.786,0.821,3.89804435246798e-46,"7","DUSP1"
"OGA.1",1.1135695513936e-50,0.3620432908617,0.638,0.346,4.0757759150557e-46,"7","OGA"
"LASP1.2",2.4254479175853e-50,0.323491640697439,0.53,0.265,8.87738192315395e-46,"7","LASP1"
"PPM1G.1",2.62738531314855e-50,0.373415763345926,0.688,0.4,9.616492984655e-46,"7","PPM1G"
"TM9SF2.1",4.23068250836581e-50,0.381563844160027,0.618,0.34,1.54847210488697e-45,"7","TM9SF2"
"PICALM",4.47478980310887e-50,0.26492477269924,0.393,0.173,1.63781781583588e-45,"7","PICALM"
"EIF3F",4.52703615308137e-50,0.36079604233501,0.952,0.83,1.65694050238931e-45,"7","EIF3F"
"FDFT1",5.5899975217074e-50,0.330013301379025,0.675,0.368,2.04599499292013e-45,"7","FDFT1"
"PTPN22.4",5.6097747377231e-50,0.328531021542199,0.603,0.316,2.05323365175403e-45,"7","PTPN22"
"TSC22D3.3",6.22267046774897e-50,-0.631848865927906,0.85,0.863,2.2775596179008e-45,"7","TSC22D3"
"RBCK1.1",6.58548709753304e-50,0.360127701596694,0.699,0.399,2.41035413256807e-45,"7","RBCK1"
"NDUFA7",6.85534465606974e-50,0.34962446649507,0.618,0.337,2.50912469756809e-45,"7","NDUFA7"
"NAP1L1.1",6.8731922248413e-50,0.428106522633649,0.792,0.524,2.51565708621416e-45,"7","NAP1L1"
"GRHPR",7.32165351420503e-50,0.257784129182101,0.403,0.178,2.67979840273418e-45,"7","GRHPR"
"FERMT3.3",8.45636170070304e-50,0.365244043925176,0.751,0.454,3.09511294607432e-45,"7","FERMT3"
"GYPC.1",9.4425651056222e-50,0.392446023554571,0.936,0.756,3.45607325430878e-45,"7","GYPC"
"HNRNPK",9.89056928459681e-50,0.370507365102721,0.955,0.807,3.62004726385528e-45,"7","HNRNPK"
"NFATC3.3",1.08186309077049e-49,0.369823564604469,0.607,0.336,3.95972709852909e-45,"7","NFATC3"
"OPTN.1",1.32674398395311e-49,0.36868710701625,0.743,0.444,4.85601565566676e-45,"7","OPTN"
"ROCK1.2",1.72441694400179e-49,0.383088224512921,0.593,0.326,6.31153845674095e-45,"7","ROCK1"
"NDUFB10.1",1.96614003712021e-49,0.410673674159683,0.838,0.581,7.1962691498637e-45,"7","NDUFB10"
"SRGN.4",2.0888668316137e-49,0.365906846577266,0.956,0.773,7.64546149038931e-45,"7","SRGN"
"UPF3A.1",2.21160475299356e-49,0.36928402818511,0.626,0.342,8.09469455643172e-45,"7","UPF3A"
"PTPN7",2.23663520362888e-49,0.280818007665459,0.427,0.196,8.18630850880206e-45,"7","PTPN7"
"NUDT21",3.1452485418428e-49,0.295335374450765,0.561,0.284,1.15119241879988e-44,"7","NUDT21"
"PSMD4",3.41843732130105e-49,0.365895009779403,0.691,0.403,1.2511822439694e-44,"7","PSMD4"
"RUVBL1",3.75343660895376e-49,0.262194450212952,0.379,0.166,1.37379533324317e-44,"7","RUVBL1"
"RAB1B.4",5.18534622403149e-49,0.366138811498784,0.72,0.426,1.89788857145777e-44,"7","RAB1B"
"ETNK1",5.69021955283945e-49,0.284235578299169,0.457,0.213,2.08267725853477e-44,"7","ETNK1"
"DAXX",5.73822620773627e-49,0.319808910666534,0.554,0.286,2.10024817429355e-44,"7","DAXX"
"ZNF106",6.24040627028711e-49,0.300595921918403,0.421,0.194,2.28405109898779e-44,"7","ZNF106"
"SMIM7",6.59739404817893e-49,0.290284962635287,0.432,0.198,2.41471219557397e-44,"7","SMIM7"
"RPS8.5",6.7386097192122e-49,-0.339485288757221,0.999,0.996,2.46639854332886e-44,"7","RPS8"
"FIBP",7.03639674429297e-49,0.296560970038783,0.503,0.248,2.57539157237867e-44,"7","FIBP"
"TLE5.2",7.63916980675794e-49,0.316199005944531,0.991,0.964,2.79601254097147e-44,"7","TLE5"
"COPA",1.14883377240685e-48,0.285359194118314,0.462,0.219,4.20484649038633e-44,"7","COPA"
"WBP1",1.35039262756258e-48,0.342013284807255,0.497,0.246,4.94257205614178e-44,"7","WBP1"
"UBXN1",1.37916417293377e-48,0.388329954467211,0.903,0.696,5.04787878935488e-44,"7","UBXN1"
"ATP5MF.1",2.65817251995551e-48,0.404382593819948,0.862,0.664,9.72917724028916e-44,"7","ATP5MF"
"B4GALT3",2.8210423799879e-48,0.277074197618989,0.439,0.205,1.03252972149937e-43,"7","B4GALT3"
"NOB1",3.51206897705394e-48,0.286554403569708,0.443,0.207,1.28545236629151e-43,"7","NOB1"
"STMN1",3.84458953658081e-48,0.449079783200535,0.393,0.19,1.40715821628394e-43,"7","STMN1"
"ACIN1",4.09874229860716e-48,0.338538917387182,0.537,0.283,1.5001806687132e-43,"7","ACIN1"
"RPSA.4",4.81065862363148e-48,0.322269979839418,0.998,0.977,1.76074916283536e-43,"7","RPSA"
"ATP5PB.1",5.6573922180475e-48,0.417439365885521,0.833,0.592,2.07066212572756e-43,"7","ATP5PB"
"HNRNPF.2",6.28133428271453e-48,0.392214447065147,0.868,0.638,2.29903116081634e-43,"7","HNRNPF"
"SARNP.1",1.08849227722368e-47,0.296095929973872,0.466,0.227,3.98399058386639e-43,"7","SARNP"
"PSMB3.1",1.10679574762259e-47,0.403229164150498,0.772,0.498,4.05098311587344e-43,"7","PSMB3"
"SAMD9L",1.30151486827353e-47,0.280036109857913,0.374,0.166,4.76367456936793e-43,"7","SAMD9L"
"AP1S2",1.37314747891029e-47,0.265304464306967,0.451,0.214,5.02585708755954e-43,"7","AP1S2"
"TMX4.1",1.38343076495196e-47,0.346876681587567,0.685,0.39,5.06349494280067e-43,"7","TMX4"
"THEMIS.3",1.70789929567226e-47,0.397836190347016,0.714,0.434,6.25108221209005e-43,"7","THEMIS"
"G6PD.1",2.40828980585041e-47,0.285052242907723,0.511,0.25,8.81458151839307e-43,"7","G6PD"
"DCTN3.2",2.4167979762168e-47,0.393056009577566,0.705,0.427,8.84572227275112e-43,"7","DCTN3"
"RNF19A.1",2.50025733189206e-47,0.291636773151018,0.504,0.25,9.15119186045812e-43,"7","RNF19A"
"COX5A.1",3.33055720307126e-47,0.40465195043003,0.829,0.589,1.21901724189611e-42,"7","COX5A"
"UBE2V1.1",3.66736481514684e-47,0.377350613937566,0.827,0.565,1.3422921959919e-42,"7","UBE2V1"
"GTF2I",4.2231578398407e-47,0.303711161451845,0.496,0.248,1.5457180009601e-42,"7","GTF2I"
"BUD31.1",4.56822460311436e-47,0.299747258477584,0.607,0.32,1.67201588698589e-42,"7","BUD31"
"EIF4A1.1",5.77595978986271e-47,0.374952802149712,0.925,0.753,2.11405904268765e-42,"7","EIF4A1"
"ZBP1",7.46732628709617e-47,0.278039490617803,0.361,0.159,2.73311609434007e-42,"7","ZBP1"
"ATXN10",8.77076865647851e-47,0.277713052623942,0.443,0.209,3.2101890359577e-42,"7","ATXN10"
"SPTBN1",9.18182215107597e-47,0.333043601478539,0.417,0.198,3.36063872551532e-42,"7","SPTBN1"
"ADH5",9.77843546009197e-47,0.340209558989678,0.623,0.343,3.57900516274826e-42,"7","ADH5"
"STK17A",1.02958124225143e-46,0.409609032394427,0.899,0.704,3.76837030476445e-42,"7","STK17A"
"ADD1",1.16007034641951e-46,0.337340542915015,0.646,0.365,4.24597347493006e-42,"7","ADD1"
"GLG1",1.29996725051645e-46,0.337786547168695,0.657,0.367,4.75801013361527e-42,"7","GLG1"
"ATF4",1.43430749229685e-46,0.299132018269152,0.455,0.221,5.24970885255569e-42,"7","ATF4"
"HELZ",1.51450440538124e-46,0.264925176975694,0.451,0.218,5.54323757413587e-42,"7","HELZ"
"TIMP1.1",1.73930129485278e-46,-0.637299808125048,0.051,0.257,6.36601666929065e-42,"7","TIMP1"
"BTG1.1",1.91524537749691e-46,-0.425481098563828,0.986,0.971,7.00998960617644e-42,"7","BTG1"
"RANBP9",1.99641855180098e-46,0.264413863237596,0.424,0.197,7.30709154144676e-42,"7","RANBP9"
"ITGB2.5",2.19534010465208e-46,0.32298856786669,0.982,0.854,8.03516431703706e-42,"7","ITGB2"
"UBA1",2.75110672610224e-46,0.313241579485918,0.526,0.269,1.00693257282068e-41,"7","UBA1"
"TMEM123.5",6.60743052801633e-46,-0.699699870198245,0.355,0.513,2.41838564755926e-41,"7","TMEM123"
"MRPS24",7.06690418402155e-46,0.360659516513273,0.623,0.35,2.58655760039373e-41,"7","MRPS24"
"UTRN.2",7.47053358183742e-46,0.354512846984769,0.637,0.363,2.73428999628831e-41,"7","UTRN"
"ACP5",8.56034201729249e-46,0.255608355033714,0.326,0.14,3.13317078174922e-41,"7","ACP5"
"URM1",8.60818265106682e-46,0.317059208187899,0.54,0.281,3.15068093211697e-41,"7","URM1"
"TMEM183A",1.0294552765313e-45,0.268863876486621,0.501,0.247,3.76790925763223e-41,"7","TMEM183A"
"BLOC1S1.3",1.07440427220597e-45,0.345523114599952,0.807,0.528,3.93242707670106e-41,"7","BLOC1S1"
"NFATC2.3",1.36685286635481e-45,0.344338909839386,0.593,0.323,5.00281817614525e-41,"7","NFATC2"
"DNAJC7",1.48113720081671e-45,0.303559430318831,0.531,0.271,5.42111026870922e-41,"7","DNAJC7"
"PSMA5.1",1.881684020145e-45,0.351883623440551,0.762,0.479,6.88715168213273e-41,"7","PSMA5"
"MZT2A",2.17066681106552e-45,0.35028029096408,0.737,0.456,7.9448575951809e-41,"7","MZT2A"
"RPL17.2",2.17388016368428e-45,-0.292127888699829,0.995,0.989,7.95661878710082e-41,"7","RPL17"
"NRDC",2.69674068791119e-45,0.305772627804224,0.537,0.281,9.87034059182375e-41,"7","NRDC"
"CXCR3.5",3.23099285374643e-45,0.364374861776365,0.629,0.359,1.18257569439973e-40,"7","CXCR3"
"SPPL2A",3.99602818990098e-45,0.258541660396441,0.406,0.187,1.46258627778566e-40,"7","SPPL2A"
"MKNK2.2",4.35891211982501e-45,0.363491980916728,0.757,0.488,1.59540542497715e-40,"7","MKNK2"
"SLC25A3.1",4.58622748354234e-45,0.371484547365237,0.901,0.722,1.67860512125133e-40,"7","SLC25A3"
"FLII",5.04414672199998e-45,0.283180995849898,0.476,0.234,1.84620814171921e-40,"7","FLII"
"CHCHD2.2",5.30294969060718e-45,0.346816406213852,0.96,0.862,1.94093261625913e-40,"7","CHCHD2"
"ANKRD11.2",7.72713374707663e-45,0.368317090769003,0.732,0.46,2.82820822276752e-40,"7","ANKRD11"
"YIPF3",9.88978066134304e-45,0.278629496786174,0.495,0.245,3.61975861985816e-40,"7","YIPF3"
"PSMA2",1.03548179774976e-44,0.355032231275958,0.733,0.467,3.78996692794388e-40,"7","PSMA2"
"PSMD13",1.17478530704332e-44,0.319784048347209,0.671,0.38,4.29983170230924e-40,"7","PSMD13"
"ZNF207",1.28036929079867e-44,0.344478985817475,0.725,0.434,4.6862796412522e-40,"7","ZNF207"
"CCNK",1.33118393867814e-44,0.262532076501609,0.446,0.214,4.87226633395586e-40,"7","CCNK"
"SEC11A.1",1.44233407126134e-44,0.348319151524381,0.72,0.442,5.27908693422361e-40,"7","SEC11A"
"SLC25A6.1",1.64723097023181e-44,0.334552069084094,0.969,0.871,6.02903007414543e-40,"7","SLC25A6"
"PMAIP1.1",2.03037935459151e-44,0.281167584085937,0.413,0.198,7.4313914757404e-40,"7","PMAIP1"
"SMARCE1",2.2095565735238e-44,0.317298385470791,0.659,0.368,8.08719801475445e-40,"7","SMARCE1"
"BIN2.3",2.81927187437041e-44,0.344781261871217,0.931,0.753,1.03188169873831e-39,"7","BIN2"
"EPB41.1",4.7836740743401e-44,0.388140647969231,0.774,0.515,1.75087254794922e-39,"7","EPB41"
"KRAS.1",6.35966211421858e-44,0.344710479966037,0.666,0.385,2.32769993042514e-39,"7","KRAS"
"TALDO1.1",1.35781408477633e-43,0.362718102085919,0.697,0.425,4.96973533168986e-39,"7","TALDO1"
"NCOA4",1.49009121478568e-43,0.307031764218575,0.587,0.318,5.45388285523705e-39,"7","NCOA4"
"AKAP13.2",1.66134313576496e-43,0.382843433577911,0.719,0.45,6.08068201121335e-39,"7","AKAP13"
"RPL23.1",1.86776681920776e-43,-0.503417991276691,0.807,0.806,6.83621333498234e-39,"7","RPL23"
"PDHB",2.11837120869786e-43,0.272420856585856,0.417,0.197,7.75345046095502e-39,"7","PDHB"
"SSR2",2.85399340482641e-43,0.318694661357373,0.963,0.826,1.04459012610052e-38,"7","SSR2"
"SIPA1.1",3.64814040083051e-43,0.332963355446638,0.675,0.398,1.33525586810797e-38,"7","SIPA1"
"TSPAN14",4.74615501972027e-43,0.309628208214735,0.634,0.356,1.73714019876781e-38,"7","TSPAN14"
"SCP2.3",5.2742097978041e-43,0.337464757964783,0.71,0.439,1.93041352809428e-38,"7","SCP2"
"PSME1.1",6.41086925769467e-43,0.314747474685944,0.979,0.911,2.34644225700883e-38,"7","PSME1"
"VEZF1",6.72355291144303e-43,0.279976104369726,0.427,0.207,2.46088760111726e-38,"7","VEZF1"
"SAMHD1.1",7.41838698653612e-43,0.387921891216346,0.88,0.677,2.71520382094208e-38,"7","SAMHD1"
"XRN1.2",7.60166771877179e-43,0.314402953523246,0.567,0.311,2.78228640174766e-38,"7","XRN1"
"COX6A1.2",8.58491158778084e-43,0.352606946508527,0.946,0.809,3.14216349024366e-38,"7","COX6A1"
"CHMP4B.1",1.01562155324773e-42,0.313745993180385,0.565,0.304,3.71727644704203e-38,"7","CHMP4B"
"RABL6.1",1.09202832808656e-42,0.282553094309306,0.516,0.267,3.99693288362962e-38,"7","RABL6"
"POLR2G.1",1.11407690361418e-42,0.313260920777718,0.651,0.367,4.07763287491827e-38,"7","POLR2G"
"HLA-DQB1.1",1.2812260623844e-42,0.358725471336367,0.335,0.155,4.68941551093314e-38,"7","HLA-DQB1"
"TKT",1.40429394727881e-42,0.352764192267784,0.673,0.419,5.13985627643517e-38,"7","TKT"
"HNRNPA0.1",2.64561163671916e-42,-0.49550072266152,0.713,0.75,9.68320315155578e-38,"7","HNRNPA0"
"SEPTIN9",2.98710740864339e-42,0.336895274671629,0.941,0.782,1.09331118263757e-37,"7","SEPTIN9"
"GTF3C1",3.72267773980439e-42,0.254893927089588,0.356,0.161,1.36253727954581e-37,"7","GTF3C1"
"CCT8",4.1307586572299e-42,0.350087829115992,0.66,0.398,1.51189897613272e-37,"7","CCT8"
"EEF1D",4.74313929697612e-42,-0.285331545085659,0.989,0.98,1.73603641408623e-37,"7","EEF1D"
"TMEM256",8.73952584552986e-42,0.310147141811409,0.627,0.358,3.19875385472238e-37,"7","TMEM256"
